Nombre,Edad,Departamento,Calificacion,Beca
Javier Martinez,23,Ingenieria,3.72,No
Ana Garcia,28,Fisica,5.15,Si
Juan Perez,18,Historia,0.12,No
Elena Garcia,29,Arte,3.69,Si
Elena Lopez,18,Arte,5.64,No
Sofia Garcia,29,Fisica,9.97,No
Javier Martinez,27,Historia,7.73,Si
Laura Lopez,25,Ingenieria,7.41,No
Carlos Garcia,18,Quimica,1.59,No
Carlos Rodriguez,30,Derecho,6.32,Si
Carlos Lopez,26,Quimica,2.16,No
Ana Garcia,23,Medicina,4.96,Si
Luis Perez,21,Economia,7.87,Si
Sofia Rodriguez,26,Economia,7.36,No
Javier Perez,23,Matematicas,5.19,No
Luis Martinez,26,Historia,2.61,Si
Maria Perez,27,Medicina,1.36,No
Maria Rodriguez,30,Historia,9.93,Si
Ana Rodriguez,25,Medicina,1.95,Si
Laura Martinez,18,Economia,1.48,Si
Javier Martinez,19,Historia,4.89,No
Juan Perez,22,Matematicas,5.05,No
Luis Perez,23,Quimica,0.01,No
Pedro Garcia,20,Quimica,3.68,No
Juan Lopez,20,Economia,5.14,No
Laura Rodriguez,24,Arte,8.73,No
Maria Rodriguez,19,Economia,7.87,Si
Sofia Garcia,23,Arte,9.52,No
Juan Rodriguez,19,Matematicas,8.92,No
Javier Perez,29,Ingenieria,3.12,Si
Luis Martinez,30,Historia,3.63,No
Ana Rodriguez,20,Matematicas,1.49,Si
Laura Garcia,22,Quimica,4.48,No
Pedro Martinez,25,Ingenieria,2.66,Si
Laura Garcia,18,Quimica,4.31,No
Javier Martinez,20,Economia,0.15,No
Ana Perez,30,Ingenieria,6.23,Si
Elena Garcia,28,Matematicas,0.99,Si
Elena Perez,18,Ingenieria,2.47,No
Luis Lopez,24,Historia,6.65,No
Luis Martinez,21,Fisica,6.78,Si
Carlos Lopez,24,Historia,0.57,No
Luis Rodriguez,23,Biologia,9.56,Si
Pedro Perez,30,Arte,3.34,No
Laura Garcia,28,Quimica,5.64,No
Juan Lopez,28,Historia,1.54,Si
Carlos Perez,30,Fisica,3.22,Si
Javier Garcia,20,Economia,4.05,No
Ana Garcia,19,Quimica,6.04,Si
Carlos Martinez,19,Economia,7.7,Si
Sofia Rodriguez,23,Arte,5.27,No
Elena Garcia,24,Biologia,8.55,Si
Laura Rodriguez,29,Biologia,6.02,Si
Juan Rodriguez,24,Fisica,2.03,No
Maria Garcia,28,Biologia,0.16,No
Elena Martinez,20,Historia,2.21,No
Luis Martinez,19,Quimica,9.15,No
Sofia Garcia,30,Arte,4.99,No
Maria Martinez,18,Economia,6.85,No
Luis Perez,28,Economia,1.14,Si
Pedro Lopez,30,Historia,5.99,Si
Luis Perez,24,Historia,9.1,Si
Javier Lopez,19,Arte,6.87,No
Maria Garcia,19,Fisica,1.39,No
Luis Martinez,21,Ingenieria,9.01,Si
Pedro Lopez,18,Derecho,1.08,Si
Javier Lopez,21,Matematicas,2.51,No
Laura Perez,18,Matematicas,9.6,No
Sofia Perez,20,Arte,4.64,No
Juan Perez,24,Fisica,1.21,No
Ana Rodriguez,28,Derecho,4.82,No
Elena Perez,19,Derecho,9.82,No
Pedro Lopez,30,Ingenieria,2.15,No
Carlos Rodriguez,21,Ingenieria,7.85,No
Luis Perez,25,Quimica,0.59,Si
Pedro Martinez,28,Historia,8.61,Si
Ana Lopez,27,Arte,2.79,No
Maria Garcia,30,Economia,5.15,Si
Pedro Garcia,21,Fisica,3.09,Si
Elena Rodriguez,19,Derecho,7.38,No
Luis Perez,22,Fisica,4.49,Si
Sofia Martinez,30,Arte,8.27,No
Maria Perez,23,Fisica,2.59,No
Laura Rodriguez,29,Medicina,7.3,Si
Carlos Lopez,26,Derecho,7.33,Si
Luis Lopez,30,Biologia,2.97,No
Ana Garcia,26,Quimica,0.66,No
Javier Perez,24,Historia,0.21,No
Pedro Martinez,24,Medicina,2.19,No
Javier Rodriguez,28,Fisica,8.06,No
Sofia Garcia,22,Historia,8.35,Si
Laura Martinez,25,Ingenieria,1.77,No
Ana Rodriguez,29,Biologia,3.19,No
Elena Garcia,22,Derecho,1.43,No
Pedro Garcia,18,Ingenieria,8.49,No
Sofia Garcia,24,Historia,3.71,No
Luis Martinez,25,Economia,3.2,No
Laura Rodriguez,30,Ingenieria,9.35,Si
Javier Perez,21,Biologia,9.08,No
Carlos Lopez,28,Quimica,5.96,Si
Sofia Garcia,24,Medicina,7.91,Si
Elena Garcia,18,Fisica,7.54,Si
Pedro Rodriguez,20,Economia,2.7,No
Sofia Perez,29,Medicina,4.0,Si
Javier Martinez,23,Derecho,3.48,Si
Javier Rodriguez,22,Matematicas,2.47,No
Luis Martinez,22,Ingenieria,0.78,Si
Ana Garcia,22,Derecho,8.81,Si
Laura Garcia,29,Fisica,6.94,Si
Laura Martinez,24,Fisica,6.31,No
Elena Martinez,22,Fisica,1.43,Si
Maria Perez,22,Fisica,3.73,No
Sofia Perez,27,Historia,3.36,No
Ana Garcia,19,Matematicas,9.43,No
Juan Lopez,22,Biologia,4.15,Si
Ana Martinez,30,Derecho,3.79,No
Elena Garcia,18,Matematicas,5.99,Si
Laura Rodriguez,29,Biologia,8.49,Si
Pedro Perez,22,Matematicas,4.51,No
Juan Martinez,19,Economia,3.67,Si
Maria Martinez,26,Matematicas,1.91,Si
Maria Rodriguez,18,Biologia,9.97,No
Juan Martinez,19,Economia,2.68,Si
Luis Perez,22,Fisica,7.67,Si
Ana Garcia,29,Arte,7.63,Si
Ana Martinez,24,Biologia,1.53,Si
Juan Garcia,20,Arte,4.11,No
Laura Lopez,20,Medicina,4.95,No
Laura Lopez,22,Matematicas,5.3,Si
Luis Garcia,23,Arte,5.9,No
Maria Martinez,22,Derecho,5.53,Si
Elena Martinez,24,Historia,6.23,Si
Elena Garcia,28,Matematicas,2.25,Si
Javier Rodriguez,25,Derecho,2.37,No
Carlos Martinez,22,Arte,1.98,Si
Javier Perez,20,Derecho,8.44,No
Elena Rodriguez,24,Arte,0.28,Si
Ana Perez,19,Ingenieria,4.79,No
Ana Lopez,27,Economia,9.55,Si
Pedro Martinez,28,Matematicas,1.22,Si
Pedro Garcia,29,Matematicas,5.29,No
Elena Lopez,22,Biologia,7.76,No
Luis Garcia,19,Arte,9.41,No
Carlos Garcia,29,Arte,5.91,No
Pedro Rodriguez,24,Economia,4.67,Si
Ana Martinez,29,Matematicas,3.88,Si
Luis Lopez,30,Historia,5.03,No
Pedro Martinez,20,Quimica,2.51,No
Juan Garcia,25,Fisica,5.12,Si
Ana Rodriguez,28,Derecho,0.14,No
Elena Garcia,29,Arte,9.28,No
Javier Garcia,27,Biologia,0.78,Si
Sofia Martinez,23,Biologia,2.36,Si
Ana Rodriguez,21,Historia,0.74,No
Laura Martinez,24,Biologia,8.49,Si
Pedro Rodriguez,22,Economia,2.25,No
Laura Perez,22,Historia,7.48,No
Sofia Martinez,26,Medicina,5.9,No
Ana Perez,19,Fisica,5.76,Si
Elena Martinez,29,Quimica,9.03,No
Laura Garcia,29,Derecho,0.42,No
Pedro Lopez,28,Historia,6.27,No
Laura Perez,18,Historia,7.46,Si
Maria Lopez,23,Arte,6.63,Si
Juan Lopez,28,Matematicas,3.13,No
Maria Rodriguez,28,Ingenieria,8.76,No
Ana Perez,30,Ingenieria,3.97,Si
Javier Perez,20,Fisica,4.43,No
Luis Garcia,28,Medicina,4.69,No
Javier Lopez,26,Historia,1.32,No
Pedro Rodriguez,23,Arte,7.06,No
Laura Rodriguez,29,Medicina,8.08,No
Luis Perez,29,Derecho,8.35,Si
Elena Lopez,28,Quimica,4.52,No
Carlos Perez,30,Medicina,6.98,No
Javier Perez,18,Fisica,4.55,No
Elena Lopez,18,Ingenieria,7.41,Si
Elena Lopez,24,Derecho,4.83,No
Maria Perez,23,Economia,5.03,No
Elena Martinez,26,Economia,6.55,Si
Sofia Rodriguez,19,Quimica,0.28,No
Carlos Martinez,26,Medicina,9.22,Si
Pedro Perez,26,Medicina,9.15,Si
Javier Martinez,28,Ingenieria,6.61,No
Juan Rodriguez,23,Fisica,1.33,Si
Luis Martinez,27,Historia,1.58,Si
Carlos Rodriguez,22,Historia,3.69,No
Laura Perez,28,Matematicas,0.33,No
Ana Rodriguez,22,Economia,3.67,Si
Elena Martinez,27,Medicina,3.25,No
Javier Martinez,21,Fisica,2.09,No
Luis Martinez,19,Quimica,1.91,Si
Ana Garcia,26,Derecho,8.85,Si
Maria Martinez,27,Economia,5.24,Si
Juan Lopez,28,Quimica,6.63,Si
Juan Martinez,27,Arte,4.06,Si
Juan Rodriguez,27,Arte,2.42,Si
Elena Garcia,22,Arte,8.2,Si
Luis Martinez,20,Arte,9.34,Si
Pedro Perez,18,Medicina,5.77,No
Luis Lopez,19,Arte,8.41,Si
Elena Garcia,22,Matematicas,3.05,No
Maria Garcia,19,Biologia,7.2,Si
Javier Rodriguez,29,Ingenieria,0.99,No
Elena Garcia,25,Derecho,9.55,No
Juan Martinez,27,Derecho,2.97,Si
Elena Perez,30,Derecho,8.27,Si
Elena Garcia,21,Economia,2.24,No
Sofia Perez,18,Derecho,6.0,No
Ana Martinez,22,Economia,1.58,No
Luis Lopez,22,Biologia,0.26,No
Javier Perez,23,Medicina,1.91,No
Luis Garcia,30,Quimica,9.97,No
Elena Rodriguez,28,Quimica,7.01,Si
Sofia Rodriguez,22,Economia,8.04,Si
Javier Perez,27,Quimica,2.47,No
Laura Garcia,21,Historia,2.98,Si
Laura Martinez,24,Historia,6.81,Si
Maria Garcia,27,Fisica,5.73,Si
Elena Rodriguez,20,Historia,5.67,No
Juan Lopez,20,Ingenieria,6.11,Si
Javier Rodriguez,21,Historia,2.21,Si
Sofia Martinez,30,Economia,0.09,No
Maria Perez,20,Arte,1.35,No
Ana Martinez,21,Economia,4.74,Si
Pedro Rodriguez,18,Biologia,2.15,No
Pedro Perez,20,Historia,4.3,No
Laura Perez,22,Matematicas,3.16,No
Carlos Martinez,28,Ingenieria,1.17,No
Maria Lopez,30,Ingenieria,2.13,No
Laura Lopez,27,Arte,4.34,Si
Laura Lopez,19,Ingenieria,5.69,Si
Pedro Lopez,29,Ingenieria,2.04,No
Javier Martinez,18,Fisica,0.33,No
Pedro Perez,30,Fisica,4.49,No
Maria Perez,20,Fisica,8.93,Si
Elena Rodriguez,18,Arte,6.85,Si
Carlos Rodriguez,21,Historia,6.39,No
Sofia Perez,27,Matematicas,8.44,No
Pedro Lopez,19,Quimica,9.99,No
Pedro Garcia,30,Derecho,9.35,Si
Javier Martinez,30,Arte,0.89,Si
Javier Perez,28,Historia,7.6,Si
Laura Rodriguez,26,Derecho,6.81,Si
Laura Lopez,27,Arte,7.96,Si
Pedro Rodriguez,21,Historia,3.9,Si
Elena Garcia,24,Quimica,7.38,Si
Maria Garcia,22,Ingenieria,5.44,Si
Pedro Rodriguez,29,Historia,2.05,Si
Carlos Rodriguez,27,Economia,3.03,Si
Laura Martinez,20,Derecho,4.48,No
Luis Rodriguez,20,Derecho,8.61,Si
Maria Martinez,22,Matematicas,7.73,Si
Elena Lopez,25,Historia,8.44,Si
Pedro Perez,27,Historia,9.97,Si
Javier Rodriguez,29,Ingenieria,9.98,Si
Elena Garcia,29,Ingenieria,7.4,No
Elena Perez,18,Biologia,7.94,No
Elena Martinez,28,Biologia,3.98,Si
Ana Perez,22,Economia,7.0,No
Laura Perez,22,Ingenieria,2.03,No
Luis Lopez,26,Biologia,5.9,No
Maria Garcia,21,Arte,6.69,No
Elena Martinez,28,Fisica,0.63,No
Juan Lopez,30,Fisica,8.17,No
Carlos Garcia,24,Biologia,7.56,No
Luis Lopez,26,Ingenieria,8.17,Si
Maria Rodriguez,23,Derecho,3.6,Si
Ana Perez,20,Medicina,0.01,No
Pedro Rodriguez,23,Fisica,6.62,Si
Maria Garcia,22,Historia,5.18,No
Sofia Rodriguez,24,Biologia,2.56,No
Sofia Rodriguez,28,Ingenieria,2.64,Si
Maria Rodriguez,18,Fisica,5.02,Si
Sofia Martinez,19,Ingenieria,7.49,Si
Elena Garcia,26,Arte,8.47,No
Luis Lopez,27,Arte,2.93,No
Laura Rodriguez,20,Matematicas,4.97,Si
Laura Martinez,25,Historia,6.4,No
Pedro Martinez,24,Ingenieria,8.75,Si
Carlos Rodriguez,22,Arte,8.99,No
Ana Perez,23,Ingenieria,8.72,Si
Elena Martinez,18,Fisica,0.05,Si
Maria Garcia,24,Quimica,9.46,No
Pedro Garcia,25,Quimica,3.59,No
Javier Martinez,23,Fisica,6.97,Si
Luis Martinez,21,Quimica,2.08,Si
Luis Garcia,18,Fisica,7.69,No
Elena Garcia,22,Historia,1.49,Si
Laura Lopez,20,Biologia,5.02,No
Luis Garcia,19,Ingenieria,0.3,Si
Elena Perez,27,Ingenieria,3.56,No
Carlos Lopez,19,Ingenieria,2.8,Si
Maria Perez,28,Quimica,0.78,Si
Juan Garcia,28,Ingenieria,3.99,No
Javier Rodriguez,26,Fisica,3.77,No
Maria Perez,20,Derecho,3.41,Si
Luis Martinez,26,Matematicas,0.38,Si
Elena Perez,26,Biologia,0.09,Si
Sofia Lopez,18,Fisica,2.89,No
Maria Lopez,20,Arte,7.39,No
Elena Garcia,29,Biologia,7.56,Si
Carlos Perez,23,Matematicas,3.52,No
Luis Rodriguez,22,Ingenieria,3.01,No
Javier Garcia,22,Fisica,2.77,No
Luis Perez,21,Historia,1.26,Si
Maria Lopez,25,Medicina,6.28,No
Maria Perez,28,Arte,8.37,No
Luis Perez,18,Medicina,7.63,Si
Javier Perez,30,Biologia,1.54,No
Carlos Martinez,30,Derecho,7.39,Si
Javier Garcia,26,Quimica,2.79,Si
Luis Rodriguez,24,Arte,1.83,Si
Laura Rodriguez,20,Biologia,9.09,Si
Carlos Perez,20,Matematicas,8.3,Si
Luis Perez,18,Matematicas,3.24,No
Javier Rodriguez,23,Arte,1.88,Si
Javier Garcia,24,Biologia,0.33,No
Sofia Rodriguez,22,Ingenieria,2.77,Si
Maria Rodriguez,28,Historia,3.83,Si
Juan Rodriguez,28,Arte,2.27,Si
Luis Martinez,26,Medicina,8.4,No
Ana Perez,24,Derecho,8.22,Si
Pedro Perez,27,Ingenieria,0.7,No
Javier Rodriguez,27,Biologia,4.08,Si
Sofia Rodriguez,25,Economia,4.96,Si
Juan Garcia,24,Ingenieria,5.78,Si
Carlos Garcia,29,Economia,0.55,No
Sofia Rodriguez,28,Economia,7.18,No
Elena Martinez,28,Ingenieria,2.61,Si
Sofia Lopez,19,Medicina,0.51,Si
Sofia Garcia,23,Ingenieria,8.81,No
Elena Martinez,27,Fisica,3.22,No
Maria Rodriguez,28,Quimica,6.55,Si
Carlos Lopez,21,Ingenieria,1.48,No
Maria Rodriguez,23,Matematicas,8.07,No
Maria Martinez,21,Derecho,1.67,Si
Juan Lopez,24,Fisica,7.44,Si
Juan Garcia,23,Derecho,1.33,Si
Maria Garcia,28,Ingenieria,0.24,No
Laura Garcia,20,Arte,3.41,Si
Laura Perez,29,Ingenieria,4.53,No
Carlos Rodriguez,19,Matematicas,3.93,No
Javier Garcia,27,Medicina,7.7,No
Luis Martinez,20,Ingenieria,9.21,No
Elena Garcia,26,Historia,2.29,No
Elena Rodriguez,27,Biologia,3.67,Si
Juan Rodriguez,18,Quimica,8.6,Si
Javier Martinez,18,Biologia,1.97,Si
Ana Garcia,25,Quimica,3.48,No
Maria Perez,21,Biologia,1.1,Si
Javier Martinez,22,Biologia,2.14,Si
Laura Lopez,18,Matematicas,4.66,No
Juan Rodriguez,18,Derecho,9.03,Si
Sofia Perez,18,Arte,2.67,No
Sofia Garcia,18,Biologia,5.41,No
Pedro Garcia,29,Historia,8.26,No
Maria Garcia,20,Biologia,2.32,Si
Luis Perez,24,Derecho,2.71,Si
Juan Martinez,18,Economia,3.82,Si
Ana Lopez,27,Matematicas,7.96,No
Elena Perez,19,Quimica,6.58,Si
Elena Rodriguez,22,Biologia,8.65,Si
Ana Perez,20,Fisica,5.95,No
Ana Perez,24,Economia,3.11,Si
Ana Rodriguez,21,Arte,4.62,Si
Carlos Rodriguez,22,Ingenieria,2.49,No
Juan Perez,19,Economia,1.94,No
Juan Lopez,22,Arte,8.49,Si
Carlos Martinez,20,Historia,7.24,No
Carlos Perez,27,Derecho,7.67,Si
Ana Martinez,26,Fisica,5.13,Si
Laura Rodriguez,30,Ingenieria,6.04,Si
Ana Lopez,26,Ingenieria,2.88,No
Pedro Martinez,25,Quimica,1.65,Si
Elena Perez,27,Derecho,4.38,Si
Laura Garcia,21,Derecho,6.95,No
Laura Garcia,26,Fisica,2.95,Si
Maria Rodriguez,26,Quimica,2.91,No
Javier Martinez,19,Fisica,0.35,Si
Juan Martinez,23,Fisica,6.57,No
Pedro Lopez,22,Ingenieria,6.3,Si
Javier Perez,23,Arte,8.35,Si
Juan Martinez,19,Matematicas,2.55,Si
Ana Lopez,21,Arte,9.53,No
Sofia Garcia,20,Medicina,9.79,Si
Juan Perez,24,Medicina,7.58,No
Pedro Rodriguez,19,Ingenieria,7.01,No
Laura Lopez,22,Ingenieria,6.65,Si
Juan Garcia,19,Economia,3.34,Si
Sofia Lopez,28,Quimica,3.89,Si
Luis Martinez,19,Matematicas,3.28,No
Elena Martinez,18,Fisica,5.2,No
Maria Garcia,29,Fisica,4.29,No
Maria Martinez,21,Medicina,0.81,No
Elena Garcia,19,Arte,1.76,No
Maria Lopez,25,Matematicas,4.45,No
Laura Garcia,24,Ingenieria,5.06,No
Laura Perez,25,Arte,3.59,No
Elena Rodriguez,21,Derecho,5.55,Si
Pedro Lopez,24,Biologia,5.45,No
Juan Perez,20,Historia,7.28,No
Carlos Perez,19,Matematicas,5.65,Si
Javier Perez,28,Arte,6.15,No
Luis Garcia,22,Arte,2.61,Si
Sofia Martinez,26,Biologia,8.84,No
Elena Martinez,27,Historia,5.46,No
Elena Rodriguez,28,Biologia,4.17,No
Juan Perez,23,Fisica,4.91,Si
Luis Lopez,18,Arte,1.16,No
Ana Lopez,22,Biologia,3.0,No
Javier Lopez,19,Arte,5.19,No
Luis Perez,24,Ingenieria,4.89,Si
Juan Martinez,19,Historia,7.55,Si
Juan Martinez,23,Biologia,4.79,Si
Pedro Garcia,23,Economia,1.54,No
Maria Lopez,29,Derecho,2.24,Si
Laura Rodriguez,20,Economia,2.34,Si
Sofia Perez,24,Fisica,1.95,No
Maria Martinez,25,Economia,7.57,Si
Javier Garcia,23,Biologia,3.12,Si
Javier Martinez,24,Fisica,8.09,No
Maria Martinez,22,Historia,0.96,Si
Elena Garcia,19,Historia,6.32,No
Sofia Lopez,25,Economia,4.27,Si
Juan Garcia,29,Medicina,6.81,No
Sofia Rodriguez,25,Historia,8.78,No
Pedro Lopez,22,Ingenieria,7.45,Si
Luis Lopez,27,Matematicas,4.96,Si
Juan Martinez,28,Derecho,7.27,No
Sofia Martinez,30,Medicina,4.83,Si
Elena Garcia,22,Biologia,0.59,Si
Luis Lopez,27,Economia,9.09,No
Sofia Rodriguez,30,Derecho,8.67,Si
Carlos Rodriguez,30,Quimica,9.62,Si
Pedro Garcia,20,Medicina,3.42,Si
Javier Perez,25,Derecho,9.44,No
Laura Martinez,20,Biologia,1.6,No
Sofia Garcia,30,Ingenieria,0.09,No
Elena Perez,30,Medicina,2.32,No
Luis Rodriguez,29,Historia,9.41,Si
Luis Rodriguez,20,Derecho,8.12,No
Javier Martinez,24,Arte,9.0,No
Laura Rodriguez,26,Historia,0.48,Si
Maria Rodriguez,27,Economia,0.58,No
Javier Martinez,20,Biologia,1.0,Si
Javier Martinez,26,Economia,3.0,Si
Sofia Martinez,21,Historia,5.14,Si
Maria Perez,19,Economia,1.3,Si
Elena Martinez,22,Derecho,1.23,Si
Laura Rodriguez,27,Quimica,3.91,Si
Carlos Garcia,21,Economia,6.85,Si
Maria Martinez,25,Historia,6.05,Si
Elena Garcia,27,Economia,0.35,Si
Elena Lopez,25,Medicina,9.31,Si
Javier Lopez,27,Ingenieria,6.75,No
Carlos Rodriguez,20,Ingenieria,0.49,Si
Sofia Martinez,21,Ingenieria,3.86,No
Luis Lopez,20,Matematicas,1.43,No
Ana Lopez,28,Biologia,0.82,Si
Juan Garcia,19,Quimica,2.62,Si
Maria Perez,25,Medicina,8.82,Si
Ana Garcia,30,Derecho,7.55,Si
Maria Martinez,25,Quimica,5.79,Si
Juan Lopez,22,Derecho,3.08,No
Maria Garcia,30,Biologia,1.68,No
Laura Martinez,30,Matematicas,2.71,No
Pedro Rodriguez,26,Matematicas,8.58,No
Elena Martinez,20,Derecho,8.02,Si
Ana Lopez,27,Arte,5.14,Si
Laura Perez,20,Ingenieria,3.62,Si
Juan Martinez,24,Derecho,8.7,Si
Pedro Perez,27,Medicina,5.71,No
Sofia Martinez,20,Matematicas,6.28,Si
Maria Martinez,29,Matematicas,7.45,Si
Elena Perez,18,Biologia,5.08,No
Juan Lopez,22,Matematicas,8.54,Si
Laura Perez,29,Ingenieria,1.27,Si
Juan Rodriguez,30,Matematicas,8.16,Si
Laura Martinez,23,Matematicas,4.66,Si
Sofia Martinez,21,Ingenieria,1.67,Si
Maria Martinez,30,Arte,1.93,Si
Juan Lopez,24,Quimica,8.71,No
Sofia Martinez,30,Economia,1.84,Si
Luis Perez,19,Medicina,6.12,Si
Ana Lopez,19,Historia,0.3,No
Luis Martinez,19,Derecho,2.64,Si
Elena Perez,25,Quimica,9.57,No
Maria Lopez,22,Quimica,4.84,No
Maria Lopez,27,Derecho,1.67,No
Laura Rodriguez,25,Fisica,6.12,No
Carlos Rodriguez,25,Biologia,4.37,Si
Javier Rodriguez,23,Medicina,1.57,Si
Carlos Perez,30,Quimica,5.36,Si
Maria Garcia,22,Arte,7.89,No
Laura Martinez,19,Ingenieria,5.05,Si
Luis Lopez,29,Arte,9.76,No
Maria Martinez,29,Derecho,8.91,No
Javier Lopez,22,Ingenieria,6.12,No
Juan Martinez,26,Ingenieria,1.92,Si
Maria Lopez,18,Derecho,1.92,No
Carlos Martinez,27,Matematicas,8.62,No
Luis Perez,18,Fisica,6.17,No
Luis Martinez,21,Fisica,6.42,Si
Ana Lopez,30,Arte,4.37,No
Luis Garcia,25,Derecho,7.68,Si
Elena Garcia,24,Historia,1.12,Si
Laura Garcia,19,Derecho,8.93,Si
Sofia Rodriguez,28,Economia,6.31,No
Ana Garcia,24,Historia,1.1,Si
Pedro Perez,26,Derecho,4.49,No
Sofia Perez,26,Derecho,1.49,No
Juan Rodriguez,23,Arte,4.17,No
Pedro Perez,23,Derecho,3.34,No
Maria Perez,18,Ingenieria,6.47,No
Maria Lopez,22,Fisica,1.48,No
Sofia Lopez,25,Matematicas,0.32,No
Maria Martinez,24,Arte,3.65,Si
Sofia Martinez,18,Matematicas,3.42,No
Maria Lopez,28,Historia,4.63,Si
Maria Perez,30,Ingenieria,8.39,Si
Laura Rodriguez,21,Quimica,9.61,No
Javier Lopez,24,Matematicas,5.87,No
Luis Garcia,20,Derecho,7.44,Si
Ana Lopez,28,Medicina,7.18,Si
Ana Perez,23,Arte,7.28,Si
Carlos Perez,26,Medicina,5.86,No
Elena Martinez,19,Medicina,2.78,Si
Juan Perez,24,Medicina,1.82,No
Maria Rodriguez,29,Biologia,3.7,No
Juan Martinez,21,Quimica,0.89,No
Laura Martinez,21,Economia,5.96,No
Ana Rodriguez,24,Biologia,9.15,No
Luis Perez,24,Matematicas,5.06,Si
Sofia Martinez,23,Fisica,2.99,No
Ana Rodriguez,26,Ingenieria,3.79,Si
Maria Perez,21,Arte,8.34,Si
Pedro Rodriguez,28,Economia,8.18,No
Maria Rodriguez,25,Arte,0.63,Si
Sofia Lopez,27,Matematicas,8.08,Si
Juan Lopez,23,Fisica,9.79,No
Javier Lopez,28,Derecho,3.28,Si
Maria Rodriguez,23,Medicina,7.66,No
Juan Rodriguez,28,Derecho,1.38,Si
Carlos Martinez,22,Historia,7.14,Si
Ana Garcia,19,Ingenieria,1.11,Si
Pedro Rodriguez,30,Biologia,4.59,Si
Luis Martinez,24,Medicina,2.56,No
Javier Perez,30,Historia,2.75,No
Carlos Martinez,26,Quimica,3.18,Si
Pedro Perez,28,Economia,9.25,Si
Javier Martinez,21,Ingenieria,9.69,Si
Maria Garcia,18,Economia,7.17,Si
Luis Garcia,25,Derecho,5.79,No
Carlos Lopez,18,Biologia,4.09,Si
Javier Perez,18,Biologia,0.48,Si
Sofia Garcia,29,Medicina,8.26,No
Laura Garcia,18,Quimica,0.12,No
Luis Rodriguez,30,Medicina,0.17,Si
Juan Garcia,24,Quimica,9.96,Si
Javier Rodriguez,22,Ingenieria,9.82,Si
Sofia Lopez,19,Biologia,2.53,No
Maria Lopez,26,Matematicas,8.59,Si
Laura Perez,19,Historia,7.22,No
Sofia Perez,29,Medicina,2.43,No
Pedro Martinez,21,Derecho,7.57,No
Elena Garcia,28,Economia,4.49,No
Ana Perez,24,Historia,4.45,Si
Sofia Lopez,27,Historia,4.95,Si
Ana Perez,24,Biologia,4.71,No
Luis Martinez,18,Arte,0.33,Si
Sofia Lopez,22,Historia,4.4,No
Pedro Rodriguez,23,Matematicas,0.71,Si
Ana Rodriguez,21,Historia,2.24,No
Javier Martinez,23,Derecho,2.42,Si
Pedro Garcia,18,Derecho,2.31,Si
Maria Lopez,27,Ingenieria,3.33,Si
Laura Rodriguez,27,Matematicas,3.97,No
Ana Lopez,25,Medicina,4.28,Si
Ana Garcia,29,Medicina,7.99,No
Javier Rodriguez,18,Economia,4.86,No
Sofia Garcia,20,Economia,9.46,Si
Ana Perez,28,Fisica,3.91,No
Luis Lopez,29,Economia,4.49,Si
Luis Lopez,24,Medicina,8.14,No
Maria Perez,30,Historia,2.53,No
Pedro Perez,25,Matematicas,7.29,Si
Laura Lopez,18,Historia,1.28,No
Carlos Martinez,18,Ingenieria,9.31,No
Sofia Garcia,25,Biologia,6.67,No
Sofia Rodriguez,26,Medicina,8.04,No
Pedro Rodriguez,27,Matematicas,5.77,No
Elena Garcia,21,Biologia,9.58,No
Sofia Martinez,29,Arte,1.0,No
Elena Martinez,30,Ingenieria,9.75,No
Ana Lopez,22,Historia,3.78,No
Pedro Rodriguez,23,Economia,7.25,No
Maria Rodriguez,29,Fisica,6.97,Si
Sofia Lopez,26,Ingenieria,5.06,No
Javier Garcia,30,Medicina,8.65,No
Laura Lopez,23,Historia,8.0,Si
Laura Lopez,29,Arte,9.03,Si
Laura Rodriguez,28,Economia,0.22,No
Maria Garcia,27,Derecho,7.53,Si
Juan Martinez,22,Ingenieria,9.7,No
Elena Garcia,18,Quimica,0.89,Si
Laura Lopez,26,Arte,5.53,No
Elena Martinez,22,Fisica,4.09,No
Luis Garcia,27,Quimica,6.95,Si
Ana Garcia,25,Arte,1.21,Si
Laura Martinez,30,Historia,0.12,Si
Juan Perez,24,Medicina,6.68,Si
Elena Lopez,18,Arte,5.79,Si
Ana Rodriguez,25,Quimica,1.41,No
Luis Perez,23,Matematicas,2.85,No
Javier Lopez,22,Derecho,6.44,Si
Sofia Rodriguez,20,Arte,7.63,Si
Carlos Perez,20,Arte,9.43,No
Javier Martinez,27,Matematicas,2.5,No
Carlos Martinez,29,Derecho,9.8,Si
Sofia Rodriguez,24,Fisica,3.9,No
Ana Garcia,18,Ingenieria,5.25,No
Sofia Lopez,23,Historia,5.94,No
Pedro Lopez,22,Economia,3.14,Si
Javier Lopez,25,Economia,4.78,No
Pedro Perez,27,Ingenieria,1.3,No
Javier Martinez,25,Medicina,7.49,Si
Juan Lopez,26,Historia,5.55,Si
Elena Perez,28,Derecho,6.0,No
Carlos Rodriguez,21,Fisica,8.76,No
Carlos Martinez,18,Arte,4.55,Si
Sofia Martinez,23,Medicina,5.21,No
Javier Martinez,20,Matematicas,6.0,No
Luis Perez,21,Derecho,3.68,Si
Elena Martinez,25,Quimica,1.23,Si
Laura Perez,23,Quimica,2.54,Si
